Timestamp,Target_Deg,Actual_Pos,Current_A,Voltage_V
1.0837,12.5895,-12.1500,-0.1700,31.7400
1.0939,12.6890,-11.8000,-0.0500,32.0600
1.1041,12.7879,-11.4500,0.5200,32.0400
1.1506,13.2318,-9.7000,0.3700,31.9100
1.1610,13.3301,-9.3500,0.1100,31.7200
1.1713,13.4255,-9.0000,-0.5100,31.8600
1.1815,13.5210,-8.6500,0.0100,32.0600
1.1917,13.6151,-8.3000,0.2800,31.9700
1.2021,13.7102,-7.9500,0.0900,31.7100
1.2472,14.1176,-6.5400,0.0000,31.7700
1.2575,14.2085,-6.1900,-0.1600,31.6500
1.2676,14.2979,-5.8400,-0.2100,32.0200
1.2780,14.3887,-5.4900,0.3000,32.0800
1.2882,14.4774,-5.1400,0.2800,31.8200
1.2985,14.5662,-4.7900,-0.0100,31.6000
1.3086,14.6531,-4.0900,0.2200,32.0700
1.3496,14.9993,-2.6900,0.1000,32.1100
1.3599,15.0840,-2.3400,0.3500,31.9800
1.3701,15.1678,-1.9900,0.1600,31.6800
1.3803,15.2516,-1.6400,0.0000,31.8200
1.3905,15.3343,-1.2900,-0.0400,32.0500
1.4007,15.4157,-0.9400,0.3600,32.0400
1.4434,15.7524,0.4500,0.1100,32.0200
1.4538,15.8324,0.8000,0.0700,31.8000
1.4639,15.9099,1.1500,0.1500,31.6400
1.4741,15.9868,1.5000,0.0000,31.8900
1.4842,16.0632,1.8600,0.0100,32.0500
1.4944,16.1387,2.2000,0.1400,31.8800
1.5045,16.2139,2.5500,0.1000,31.6100
1.5473,16.5223,3.9500,-0.0100,31.6600
1.5575,16.5946,4.3100,-0.0800,31.8300
1.5677,16.6657,4.6600,0.0100,32.0100
1.5779,16.7359,5.0100,0.2200,31.9900
1.5880,16.8055,5.3600,0.0800,31.7000
1.5982,16.8744,5.7100,0.0000,31.8300
1.6084,16.9432,6.0600,-0.0500,31.9500
1.6555,17.2502,7.8100,0.1600,32.0200
1.6659,17.3156,8.1600,0.3800,31.8700
1.6761,17.3793,8.5100,0.0600,31.8300
1.6863,17.4425,8.8600,0.0000,31.8800
1.6964,17.5043,9.2100,0.0400,32.0000
1.7065,17.5655,9.5600,0.2500,31.9100
1.7543,17.8448,11.3100,-0.0700,31.7900
1.7646,17.9026,11.6600,-0.0400,31.8300
1.7748,17.9592,12.0100,-0.1200,31.9000
1.7849,18.0149,12.3700,0.0500,31.9100
1.7950,18.0698,12.7100,-0.1200,31.7900
1.8051,18.1239,13.0700,-0.0200,31.8900
1.8509,18.3594,14.8200,0.0900,31.8800
1.8611,18.4098,15.1700,0.0700,31.8800
1.8712,18.4593,15.5200,-0.0400,31.8400
1.8814,18.5084,15.8700,0.3400,31.9700
1.8916,18.5566,16.2200,0.1800,31.8600
1.9018,18.6041,16.5700,0.0000,31.8800
1.9491,18.8136,18.3200,0.1200,31.8400
1.9594,18.8572,18.6700,-0.0400,31.9700
1.9696,18.8995,19.0200,0.2400,31.9400
1.9801,18.9422,19.3700,0.1100,31.8600
1.9903,18.9832,19.7200,-0.0200,31.8000
2.0005,19.0231,20.0700,-0.4100,31.9000
2.0452,19.1891,21.4700,-0.6200,31.8400
2.0555,19.2249,21.8300,0.0600,32.0100
2.0656,19.2597,22.1800,0.1000,31.8900
2.0759,19.2941,22.5200,-0.0300,31.7600
2.0860,19.3273,22.8800,-0.4600,31.7800
2.0962,19.3599,23.2300,0.1000,32.0800
2.1064,19.3914,23.5800,0.3200,31.9500
2.1539,19.5289,25.3300,0.3300,31.8400
2.1641,19.5563,25.6800,-0.1500,31.7200
2.1743,19.5826,26.0300,-0.1500,32.0500
2.1844,19.6080,26.3800,0.4700,32.0700
2.1947,19.6332,26.7300,0.4500,31.9100
2.2050,19.6575,27.0800,0.1100,31.7100
2.2505,19.7547,28.8400,-0.4300,31.8200
2.2607,19.7744,29.1900,-0.0400,32.0500
2.2709,19.7931,29.5400,0.2700,31.9900
2.2810,19.8109,29.8900,0.0900,31.7200
2.2911,19.8279,30.2400,-0.2300,31.6800
2.3014,19.8444,30.5900,-0.1800,32.0600
2.3450,19.9052,31.9900,-0.1900,31.9800
2.3553,19.9174,32.3400,0.1500,32.0800
2.3657,19.9288,32.6900,0.2700,31.8300
2.3760,19.9393,33.0400,0.0400,31.5900
2.3863,19.9490,33.3900,-0.1000,31.9400
2.3965,19.9577,33.7400,0.1700,32.0600
2.4067,19.9656,34.0900,0.3500,31.9400
2.4530,19.9913,35.8400,0.0400,31.7100
2.4633,19.9947,36.1900,0.0300,31.8100
2.4734,19.9972,36.5500,-0.0600,32.0300
2.4836,19.9989,36.9000,0.2400,32.0700
2.4939,19.9999,37.2400,0.1800,31.7700
2.5041,19.9999,37.5900,0.0600,31.7200
2.5478,19.9910,39.0000,0.1400,31.6700
2.5581,19.9867,39.3500,0.0100,31.8700
2.5683,19.9816,39.7000,0.0500,32.0200
2.5785,19.9757,40.4000,0.1200,31.6400
2.5888,19.9689,40.7500,-0.0400,31.8700
2.5991,19.9613,41.1000,-0.1100,32.0000
2.6093,19.9529,41.4500,0.0900,31.9700
2.6554,19.9047,42.8500,0.1900,31.9900
2.6657,19.8917,43.2000,0.0100,31.7400
2.6758,19.8781,43.5500,0.0000,31.8500
2.6859,19.8637,43.9000,-0.0500,31.9200
2.6960,19.8485,44.2500,0.1200,32.0200
2.7061,19.8325,44.6000,0.1900,31.8200
2.7480,19.7578,46.0000,0.4200,31.8700
2.7583,19.7373,46.3500,0.0600,31.8600
2.7684,19.7162,46.7100,-0.0300,31.8800
2.7786,19.6943,47.4100,0.2700,31.9000
2.7887,19.6718,47.7600,-0.0400,31.8400
2.7988,19.6485,48.1100,-0.0600,31.8800
2.8091,19.6241,48.4600,-0.0800,31.8900
2.8515,19.5143,49.8600,-0.1300,31.8700
2.8617,19.4858,50.2100,0.0200,31.8800
2.8719,19.4565,50.5600,-0.1700,31.8000
2.8821,19.4265,50.9100,0.0500,31.9000
2.8923,19.3955,51.2600,-0.0400,31.8400
2.9025,19.3639,51.6100,0.0400,31.8900
2.9460,19.2198,53.0100,0.0800,31.8500
2.9562,19.1839,53.3600,-0.1500,31.8300
2.9664,19.1474,53.7100,0.3500,32.0200
2.9766,19.1099,54.0600,0.2700,31.8800
2.9868,19.0717,54.4100,0.0600,31.8600
2.9969,19.0330,54.7600,-0.0600,31.8200
3.0071,18.9934,55.1200,0.2800,32.0000
3.0508,18.8144,56.8700,0.3900,31.9700
3.0610,18.7702,57.2200,0.2100,31.8700
3.0712,18.7257,57.5700,-0.0300,31.7800
3.0813,18.6807,57.9200,-0.5200,31.9000
3.0915,18.6348,58.2700,0.2200,32.0300
3.1016,18.5883,58.6200,0.1300,31.8600
3.1440,18.3849,60.0200,0.1900,31.9300
3.1542,18.3340,60.3700,0.0000,31.7500
3.1644,18.2827,60.7200,-0.4400,31.7500
3.1745,18.2305,61.0700,0.0500,32.0900
3.1848,18.1769,61.4200,0.3700,31.9700
3.1949,18.1235,61.7700,0.2500,31.8000
3.2051,18.0691,62.1200,-0.1900,31.7000
3.2469,17.8377,63.5300,-0.1000,31.6900
3.2572,17.7791,63.8800,-0.1300,32.0200
3.2675,17.7192,64.2300,0.3400,32.1000
3.2776,17.6597,64.5800,0.5000,31.9300
3.2879,17.5989,64.9300,0.1700,31.6900
3.2981,17.5378,65.2800,-0.1500,31.9000
3.3083,17.4755,65.6300,0.1000,32.1200
3.3505,17.2118,67.3800,0.2400,32.0100
3.3608,17.1451,67.7300,0.1000,31.7300
3.3711,17.0784,68.0800,-0.0300,31.6500
3.3813,17.0115,68.4400,-0.1600,32.0200
3.3915,16.9438,68.7900,-0.0200,32.0400
3.4016,16.8758,69.1300,0.0300,31.8100
3.4432,16.5898,70.5400,0.2200,31.8700
3.4534,16.5176,70.8800,0.0800,31.5900
3.4636,16.4451,71.2400,-0.0500,31.9100
3.4738,16.3720,71.5900,0.1000,32.0500
3.4839,16.2984,71.9400,0.3700,31.9600
3.4941,16.2240,72.2900,0.0000,31.6500
3.5043,16.1488,72.6400,-0.0600,31.8300
3.5513,15.7929,74.3900,-0.0800,32.0000
3.5616,15.7132,74.7400,0.1400,32.0700
3.5717,15.6342,75.0900,0.1900,31.8000
3.5818,15.5547,75.4400,0.0300,31.7300
3.5920,15.4744,75.7900,-0.0900,31.9600
3.6021,15.3935,76.1400,0.0200,32.0300
3.6470,15.0273,77.5400,0.0200,32.0100
3.6574,14.9407,77.8900,0.1800,31.9100
3.6676,14.8554,78.2400,0.0800,31.6700
3.6777,14.7696,78.5900,-0.0300,31.8500
3.6879,14.6832,78.9400,-0.1300,31.9700
3.6981,14.5960,79.2900,0.0900,31.9700
3.7084,14.5072,79.6400,-0.0300,31.7300
3.7513,14.1308,81.4000,0.0600,31.8700
3.7615,14.0393,81.7500,-0.0400,31.9000
3.7717,13.9484,82.1000,0.1100,31.9900
3.7818,13.8569,82.4500,0.2100,31.8400
3.7919,13.7646,82.8000,0.1500,31.8600
3.8022,13.6711,83.1500,0.0400,31.9000
3.8499,13.2275,84.9000,-0.0200,31.9400
3.8602,13.1300,85.2500,0.2600,31.9000
3.8704,13.0330,85.6000,-0.1000,31.8700
3.8808,12.9335,85.9500,-0.0900,31.9000
3.8910,12.8355,86.3000,-0.0800,31.8600
3.9012,12.7370,86.6500,0.0300,31.8800
3.9508,12.2500,88.4000,-0.2200,31.8300
3.9611,12.1472,88.7500,0.0800,31.9400
3.9713,12.0452,89.1000,-0.0100,31.8200
3.9815,11.9429,89.4500,0.0000,31.8500
3.9917,11.8399,89.8000,-0.3100,31.8200
4.0019,11.7367,90.1600,0.3800,31.9700
4.0564,11.1752,91.9100,0.3200,31.9200
4.0667,11.0672,92.2600,0.0500,31.8500
4.0769,10.9602,92.6100,-0.1200,31.7900
4.0872,10.8523,92.9600,0.1300,32.0300
4.0973,10.7448,93.3100,0.5200,32.0000
4.1076,10.6362,93.6600,0.3100,31.8300
4.1617,10.0540,95.7600,-0.5800,31.8900
4.1722,9.9394,96.1200,0.1700,32.0600
4.1826,9.8261,96.4600,0.2300,31.8900
4.1929,9.7128,96.8100,-1.5200,31.5700
4.2031,9.6004,97.1300,-18.9700,28.6900
4.2629,8.9350,97.3900,0.1700,-2.9900
4.2735,8.8155,97.3500,-7.6200,-3.5000
4.2842,8.6951,97.2300,-5.5500,-9.5500
4.2944,8.5796,97.0500,-3.9000,-15.2600
4.3046,8.4629,96.8100,-3.5300,-20.1300
4.3534,7.9036,95.1900,-0.0700,-31.5500
4.3636,7.7856,94.8300,0.1200,-31.8600
4.3738,7.6674,94.4800,-0.0500,-31.9900
4.3840,7.5494,94.1300,-0.2300,-31.9000
4.3942,7.4297,93.7800,-0.0700,-31.7500
4.4044,7.3107,93.4300,0.1400,-31.8000
4.4577,6.6831,91.6800,0.0600,-31.9300
4.4680,6.5615,91.3300,-0.0800,-31.9100
4.4782,6.4402,90.9800,-0.1000,-31.8200
4.4884,6.3188,90.6300,0.1000,-31.7200
4.4985,6.1978,89.9300,0.0700,-31.9100
4.5088,6.0753,89.5800,-0.0200,-31.8500
4.5586,5.4757,87.8300,-0.0200,-31.7500
4.5692,5.3474,87.4800,-0.1000,-31.9200
4.5796,5.2215,87.1300,0.0600,-31.8800
4.5898,5.0979,86.7800,-0.2100,-31.8800
4.6000,4.9737,86.4300,-0.1100,-31.8400
4.6415,4.4669,85.0300,-0.1900,-31.8600
4.6517,4.3415,84.6800,-0.1700,-31.9600
4.6621,4.2145,84.3300,-0.0900,-31.8600
4.6724,4.0879,83.9800,0.0000,-31.8600
4.6826,3.9620,83.6300,-0.0600,-31.9100
4.6928,3.8367,83.2800,0.0900,-31.9100
4.7030,3.7107,82.9300,-0.1000,-31.8700
4.7546,3.0716,81.1800,0.1100,-31.8000
4.7650,2.9420,80.8200,0.2100,-31.8800
4.7752,2.8154,80.4700,0.3700,-31.9200
4.7855,2.6868,80.1200,-0.4600,-32.0000
4.7960,2.5568,79.7700,0.1100,-31.8200
4.8063,2.4277,79.4200,0.1700,-31.8500
4.8605,1.7504,77.3100,-1.1200,-32.1700
4.8708,1.6215,76.9600,-0.3800,-31.9400
4.8814,1.4895,76.6100,0.0100,-31.8400
4.8916,1.3616,76.2600,0.3500,-31.9900
4.9018,1.2338,75.9100,-0.4700,-32.1900
4.9456,0.6831,74.5000,0.4000,-32.1700
4.9559,0.5541,74.1500,-0.7000,-32.1100
4.9661,0.4260,73.8000,0.0200,-31.8800
4.9763,0.2978,73.4500,0.4900,-31.9100
4.9865,0.1695,73.0900,1.0400,-32.0800
4.9969,0.0391,72.7400,-0.8100,-32.2300
5.0070,-0.0885,72.3900,-0.0700,-31.9600
5.0560,-0.7039,70.6300,-0.0100,-31.9000
5.0665,-0.8353,70.2800,0.2900,-31.9300
5.0767,-0.9634,69.9200,-0.3300,-32.3200
5.0870,-1.0932,69.5700,-0.9600,-32.1600
5.0972,-1.2204,69.2200,-0.3000,-31.9000
5.1074,-1.3489,68.8700,0.1600,-31.9100
5.1491,-1.8703,67.1100,0.9400,-32.0300
5.1594,-2.0000,66.7500,-0.2600,-32.1900
5.1697,-2.1279,66.4100,-0.3000,-31.9500
5.1799,-2.2553,66.0500,0.0900,-31.7800
5.1900,-2.3826,65.7000,0.5800,-31.8400
5.2002,-2.5089,65.3500,-0.1000,-32.2000
5.2436,-3.0494,63.9400,0.0200,-32.1300
5.2539,-3.1768,63.6000,-0.5000,-32.0500
5.2644,-3.3072,63.2500,-0.2900,-31.8300
5.2748,-3.4357,62.9000,0.0200,-31.7100
5.2850,-3.5620,62.5400,0.1100,-32.0900
5.2952,-3.6884,62.1900,-0.4400,-32.0800
5.3054,-3.8143,61.8400,-0.4000,-31.8600
5.3541,-4.4132,60.0900,-0.0100,-31.7000
5.3644,-4.5390,59.7400,0.2400,-31.8400
5.3746,-4.6640,59.3900,0.0800,-32.0100
5.3848,-4.7887,59.0400,-0.1400,-31.9200
5.3950,-4.9129,58.6900,-0.1100,-31.7500
5.4052,-5.0369,58.3400,0.1000,-31.7200
5.4494,-5.5727,56.5900,0.0700,-31.9500
5.4596,-5.6957,56.2400,-0.0100,-31.9400
5.4698,-5.8179,55.8900,0.0200,-31.8400
5.4799,-5.9400,55.5400,0.0600,-31.6800
5.4901,-6.0615,55.1900,-0.0100,-31.9300
5.5002,-6.1831,54.8400,0.0500,-31.9400
5.5457,-6.7235,53.4400,0.0100,-31.9200
5.5561,-6.8470,53.0900,-0.1500,-31.9100
5.5663,-6.9671,52.7400,-0.1000,-31.7700
5.5765,-7.0874,52.3900,-0.0800,-31.9200
5.5867,-7.2068,52.0400,-0.1000,-31.9000
5.5969,-7.3263,51.6900,-0.2100,-31.9000
5.6070,-7.4444,51.3400,-0.2300,-31.8600
5.6501,-7.9440,49.5900,0.0800,-31.8800
5.6604,-8.0627,49.2300,0.0700,-31.8700
5.6705,-8.1792,48.8800,0.0600,-31.8500
5.6807,-8.2955,48.5300,-0.0200,-31.8800
5.6909,-8.4119,48.1800,0.1500,-31.8400
5.7011,-8.5279,47.8300,-0.0800,-31.8800
5.7469,-9.0452,46.4300,-0.2100,-31.9200
5.7572,-9.1602,46.0800,0.0300,-31.8100
5.7674,-9.2740,45.7300,0.1900,-31.8900
5.7776,-9.3874,45.3800,0.2100,-31.8900
5.7878,-9.5004,45.0300,-0.6800,-32.0000
5.7981,-9.6136,44.6800,0.0300,-31.8300
5.8084,-9.7279,44.3300,0.0600,-31.8400
5.8507,-10.1885,42.5700,0.2000,-31.9400
5.8611,-10.3001,42.2200,-0.7000,-32.1400
5.8713,-10.4101,41.8700,-0.4500,-31.9400
5.8815,-10.5194,41.5200,0.0400,-31.8400
5.8916,-10.6276,41.1700,0.4000,-31.9800
5.9020,-10.7374,40.8200,0.0300,-32.1300
5.9440,-11.1792,39.4100,0.6400,-32.1000
5.9543,-11.2861,39.0600,-0.5700,-32.1000
5.9645,-11.3920,38.7100,0.0400,-31.8600
5.9747,-11.4973,38.3600,0.4600,-31.8700
5.9849,-11.6012,38.0000,0.9200,-32.0100
5.9950,-11.7045,37.6500,-1.0400,-32.2100
6.0051,-11.8071,37.3000,-0.1800,-31.9500
6.0516,-12.2739,35.5400,0.0900,-31.9200
6.0619,-12.3757,35.1900,0.3300,-31.9400
6.0720,-12.4755,34.8300,-0.0600,-32.3100
6.0823,-12.5761,34.4800,-0.8500,-32.1700
6.0925,-12.6753,34.1300,-0.1900,-31.9100
6.1026,-12.7736,33.7800,0.2500,-31.9000
6.1450,-13.1788,32.3700,0.1000,-31.7700
6.1553,-13.2759,32.0200,0.9500,-32.0000
6.1655,-13.3716,31.6700,-0.1900,-32.2300
6.1756,-13.4661,31.3200,-0.2500,-31.9800
6.1860,-13.5618,30.9700,0.1900,-31.8100
6.1963,-13.6568,30.6100,0.4300,-31.8500
6.2065,-13.7501,30.2600,-0.2400,-32.2600
6.2489,-14.1327,28.5000,-0.5800,-32.1000
6.2593,-14.2245,28.1500,-0.3000,-31.8700
6.2695,-14.3144,27.8000,0.0300,-31.7200
6.2797,-14.4035,27.4500,0.3100,-32.0600
6.2899,-14.4919,27.1000,-0.3400,-32.1100
6.3000,-14.5797,26.7500,-0.3600,-31.8900
6.3441,-14.9532,25.3500,-0.0900,-31.9300
6.3544,-15.0383,25.0000,-0.0900,-31.7100
6.3646,-15.1230,24.6500,0.3200,-31.7900
6.3748,-15.2065,24.3000,0.0900,-32.0300
6.3852,-15.2907,23.9500,-0.1200,-31.9400
6.3954,-15.3733,23.6000,-0.0400,-31.7600
6.4056,-15.4549,23.2500,0.1600,-31.6900
6.4488,-15.7941,21.4900,0.0500,-31.9400
6.4591,-15.8730,21.1400,-0.0800,-31.9600
6.4692,-15.9501,20.7900,-0.1200,-31.8700
6.4794,-16.0265,20.4500,0.0100,-31.6800
6.4895,-16.1028,20.0900,0.0200,-31.9300
6.4997,-16.1782,19.7400,0.0400,-31.9700
6.5099,-16.2535,19.3900,-0.1900,-31.9000
6.5509,-16.5477,17.9900,-0.1600,-31.9400
6.5611,-16.6199,17.6400,-0.1900,-31.8000
6.5714,-16.6909,17.2900,0.0100,-31.8800
6.5815,-16.7610,16.9400,0.0000,-31.9100
6.5918,-16.8312,16.5900,-0.0800,-31.9100
6.6020,-16.8999,16.2400,-0.1500,-31.8600
6.6442,-17.1778,14.8400,-0.1400,-31.8500
6.6547,-17.2449,14.4900,0.1300,-31.8200
6.6649,-17.3097,14.1400,0.0600,-31.8600
6.6752,-17.3739,13.7900,0.0600,-31.8400
6.6855,-17.4373,13.4400,0.0800,-31.8900
6.6957,-17.5002,13.0900,0.2000,-31.8100
6.7059,-17.5616,12.7400,-0.1100,-31.9000
6.7519,-17.8312,10.9900,-0.0200,-31.8200
6.7622,-17.8895,10.6400,0.0900,-31.8900
6.7724,-17.9463,10.2900,0.1000,-31.8700
6.7826,-18.0023,9.9400,-0.5900,-32.0000
6.7928,-18.0577,9.5900,0.0000,-31.8400
6.8029,-18.1121,9.2400,0.0400,-31.8500
6.8472,-18.3409,7.8300,0.1400,-31.8600
6.8574,-18.3919,7.4800,0.1800,-31.9300
6.8676,-18.4416,7.1300,-0.3100,-32.0900
6.8777,-18.4907,6.7800,-0.3800,-31.9300
6.8879,-18.5388,6.4300,0.0700,-31.8200
6.8980,-18.5861,6.0800,0.2200,-31.9300
6.9081,-18.6326,5.7300,0.2800,-32.0400
6.9548,-18.8381,3.9700,-0.7000,-32.1100
6.9650,-18.8807,3.6200,-0.0300,-31.8800
6.9751,-18.9222,3.2700,0.3700,-31.8800
6.9853,-18.9630,2.9100,0.6900,-32.0100
6.9954,-19.0031,2.5600,-1.2500,-32.2400
7.0055,-19.0424,2.2100,-0.3500,-31.9800
7.0479,-19.1984,0.8000,-0.8700,-32.0700
7.0582,-19.2342,0.4500,0.0000,-31.9100
7.0685,-19.2693,-0.2400,0.1500,-32.2400
7.0786,-19.3032,-0.6000,-0.7900,-32.1600
7.0888,-19.3361,-0.9500,-0.0800,-31.9100
7.0989,-19.3683,-1.3000,0.2900,-31.8900
7.1091,-19.3997,-1.6500,1.1100,-32.0900
7.1556,-19.5335,-3.0600,0.8200,-32.0000
7.1658,-19.5608,-3.4100,-0.4200,-32.2800
7.1760,-19.5870,-3.7600,-0.4600,-32.0400
7.1862,-19.6125,-4.1200,0.0500,-31.8500
7.1963,-19.6370,-4.4700,0.3000,-31.8600
7.2065,-19.6608,-4.8200,-0.1600,-32.2700
7.2504,-19.7545,-6.5800,-0.6800,-32.1500
7.2607,-19.7744,-6.9300,-0.2700,-31.9000
7.2709,-19.7931,-7.2800,0.0200,-31.7400
7.2810,-19.8110,-7.6300,0.5800,-32.0300
7.2912,-19.8281,-7.9800,-0.2000,-32.1400
7.3014,-19.8446,-8.3300,-0.2400,-31.9200
7.3464,-19.9069,-9.7400,-0.1500,-31.9500
7.3567,-19.9190,-10.0800,-0.0900,-31.7100
7.3671,-19.9303,-10.4300,0.3200,-31.7400
7.3773,-19.9406,-10.7900,0.0700,-32.0300
7.3875,-19.9500,-11.1400,-0.1200,-31.9600
7.3977,-19.9587,-11.4900,0.0100,-31.7700
7.4080,-19.9666,-11.8400,0.1300,-31.6500
7.4509,-19.9905,-13.5900,0.1400,-31.9600
7.4611,-19.9940,-13.9400,-0.0900,-32.0000
7.4713,-19.9967,-14.2900,-0.1900,-31.8900
7.4814,-19.9986,-14.6400,0.0000,-31.7000
7.4915,-19.9997,-14.9900,0.0600,-31.9200
7.5017,-20.0000,-15.3400,-0.1100,-31.9800
7.5444,-19.9922,-16.7400,-0.0400,-31.9500
7.5546,-19.9882,-17.0900,0.0300,-31.9400
7.5648,-19.9834,-17.4400,-0.1200,-31.7800
7.5750,-19.9778,-17.7900,0.0800,-31.8100
7.5852,-19.9714,-18.1400,0.1400,-31.9200
7.5954,-19.9641,-18.4900,0.0000,-31.9100
7.6056,-19.9560,-18.8400,-0.1000,-31.8500
7.6503,-19.9109,-20.5900,0.1500,-31.7900
7.6605,-19.8983,-20.9400,-0.0200,-31.8800
7.6707,-19.8850,-21.2900,0.0200,-31.8600
7.6809,-19.8710,-21.6400,0.0600,-31.8900
7.6910,-19.8562,-21.9900,0.0800,-31.7800
7.7011,-19.8405,-22.3400,-0.2300,-31.9100
7.7444,-19.7646,-23.7400,-0.2800,-31.9300
7.7549,-19.7441,-24.0900,-0.0200,-31.8400
7.7650,-19.7233,-24.4400,0.0400,-31.8900
7.7753,-19.7016,-24.8000,-0.0600,-31.8800
7.7854,-19.6792,-25.1500,-0.4300,-32.0000
7.7957,-19.6557,-25.5000,-0.1400,-31.8500
7.8059,-19.6316,-25.8500,-0.0600,-31.8500
7.8510,-19.5156,-27.6000,0.1200,-31.8900
7.8612,-19.4870,-27.9500,0.0500,-32.0100
7.8714,-19.4579,-28.3000,-0.2300,-31.9200
7.8815,-19.4280,-28.6500,0.1000,-31.8000
7.8917,-19.3975,-29.0000,0.3500,-31.9000
7.9019,-19.3656,-29.3500,0.5400,-31.9900
7.9438,-19.2276,-30.7600,0.6700,-32.0300
7.9540,-19.1919,-31.1100,-0.8700,-32.1200
7.9641,-19.1556,-31.4600,-0.2000,-31.8800
7.9743,-19.1185,-31.8100,0.2900,-31.8800
7.9844,-19.0808,-32.1700,0.5200,-31.9900
7.9945,-19.0423,-32.5200,-1.2100,-32.2200
8.0047,-19.0030,-32.8700,-0.4500,-31.9800
8.0484,-18.8244,-34.2800,-0.8800,-32.0600
8.0587,-18.7802,-34.9800,0.4200,-31.9100
8.0689,-18.7356,-35.3300,0.5200,-32.2100
8.0793,-18.6898,-35.6800,-0.7400,-32.1700
8.0894,-18.6441,-36.0300,0.0000,-31.9100
8.0997,-18.5970,-36.3900,0.4100,-31.8900
8.1098,-18.5498,-36.7400,1.1400,-32.0800
8.1534,-18.3381,-38.1500,0.6500,-32.0000
8.1636,-18.2864,-38.5000,-0.5600,-32.2900
8.1738,-18.2343,-38.8500,-0.6400,-32.0600
8.1839,-18.1816,-39.2000,-0.0500,-31.8700
8.1941,-18.1281,-39.5600,0.2700,-31.8700
8.2042,-18.0738,-39.9100,-0.1200,-32.2800
8.2480,-17.8314,-41.3200,0.5400,-32.1500
8.2583,-17.7726,-42.0200,-0.1200,-31.9400
8.2686,-17.7129,-42.3700,0.0400,-31.7600
8.2788,-17.6527,-42.7200,0.7300,-31.9900
8.2890,-17.5925,-43.0800,-0.0700,-32.1600
8.2991,-17.5316,-43.4200,-0.2200,-31.9400
