Time,Command_Torque,Position,Actual_Torque,Speed,Voltage
0.9223,0.9628,549.40,1.10,9984.00,33.91
0.9427,0.9509,557.10,0.69,9984.00,34.97
0.9632,0.9375,565.00,1.13,9984.00,36.53
0.9836,0.9225,573.40,1.10,9984.00,38.33
1.0040,0.9060,582.20,0.47,9984.00,40.24
1.0244,0.8879,591.30,0.43,9984.00,41.71
1.0447,0.8685,600.50,0.17,9984.00,42.26
1.0652,0.8475,609.80,0.12,9984.00,42.39
1.0856,0.8252,619.10,0.09,9984.00,42.38
1.1060,0.8014,628.40,0.08,9984.00,42.39
1.1264,0.7763,637.60,0.09,9984.00,42.38
1.1469,0.7498,646.90,0.10,9984.00,42.34
1.1674,0.7221,656.20,0.09,9984.00,42.32
1.1880,0.6930,665.50,0.13,9984.00,42.24
1.2085,0.6628,674.80,0.25,9984.00,42.17
1.2292,0.6313,684.00,0.25,9984.00,42.14
1.2499,0.5986,702.60,0.09,9984.00,42.12
1.2707,0.5648,711.80,0.04,9984.00,42.10
1.2913,0.5303,721.10,0.05,9984.00,42.04
1.3120,0.4948,730.40,0.02,9984.00,42.00
1.3326,0.4586,739.50,0.00,9984.00,41.23
1.3530,0.4219,748.30,0.00,9984.00,39.91
1.3735,0.3845,756.90,0.00,9984.00,38.62
1.3940,0.3463,765.10,0.00,9984.00,37.35
1.4145,0.3076,773.00,0.00,9984.00,35.92
1.4349,0.2684,780.70,0.00,9984.00,34.58
1.4554,0.2287,788.00,0.00,9984.00,33.40
1.4759,0.1886,795.10,0.00,9984.00,31.98
1.4963,0.1484,801.90,0.00,9984.00,30.84
1.5168,0.1078,808.50,0.00,9984.00,29.59
1.5372,0.0671,814.70,0.00,9984.00,28.41
1.5577,0.0262,820.80,0.00,9984.00,27.28
1.5780,-0.0145,826.60,0.00,9984.00,26.17
1.5984,-0.0552,832.10,0.00,9984.00,25.10
1.6189,-0.0960,837.40,0.00,9984.00,24.06
1.6393,-0.1366,842.50,0.00,9984.00,22.88
1.6599,-0.1772,847.30,0.00,9984.00,21.82
1.6804,-0.2174,852.00,0.00,9984.00,20.82
1.7008,-0.2571,856.40,0.00,9984.00,19.81
1.7214,-0.2966,860.60,0.00,9984.00,18.95
1.7418,-0.3353,864.50,0.00,9984.00,18.07
1.7623,-0.3737,868.30,0.00,9984.00,17.16
1.7828,-0.4114,871.90,0.00,9984.00,16.25
1.8033,-0.4484,875.30,0.00,9984.00,15.26
1.8238,-0.4846,878.50,0.00,9984.00,14.53
1.8442,-0.5200,881.50,0.00,9984.00,13.70
1.8647,-0.5546,884.40,-0.38,9984.00,12.66
1.8852,-0.5882,886.90,-0.58,9984.00,11.19
1.9056,-0.6207,889.00,-0.48,9984.00,9.26
1.9261,-0.6523,890.70,-0.69,9984.00,7.49
1.9466,-0.6828,892.00,-0.68,9984.00,5.48
1.9671,-0.7121,892.80,-0.71,9984.00,3.47
1.9876,-0.7403,893.20,-0.71,9984.00,1.32
2.0080,-0.7672,893.00,-0.72,9984.00,-0.75
2.0285,-0.7928,892.60,-0.75,9984.00,-2.19
2.0489,-0.8171,891.90,-0.76,9984.00,-3.36
2.0694,-0.8399,890.90,-0.78,9984.00,-4.51
2.0899,-0.8615,888.20,-0.82,9984.00,-6.78
2.1104,-0.8816,886.50,-0.81,9984.00,-8.08
2.1309,-0.9002,884.50,-0.74,9984.00,-9.42
2.1513,-0.9172,882.20,-0.93,9984.00,-10.61
2.1718,-0.9328,879.60,-1.00,9984.00,-12.05
2.1923,-0.9467,876.70,-0.85,9984.00,-13.37
2.2127,-0.9591,873.50,-0.91,9984.00,-14.65
2.2332,-0.9699,870.00,-0.88,9984.00,-16.11
2.2537,-0.9790,866.20,-0.92,9984.00,-17.50
2.2741,-0.9866,862.10,-0.84,9984.00,-18.87
2.2946,-0.9924,857.70,-1.08,9984.00,-20.22
2.3150,-0.9966,853.00,-1.00,9984.00,-21.57
2.3355,-0.9991,848.00,-1.08,9984.00,-22.91
2.3560,-1.0000,842.80,-1.26,9984.00,-24.18
2.3764,-0.9992,837.20,-1.07,9984.00,-25.38
2.3969,-0.9967,831.40,-1.08,9984.00,-26.74
2.4173,-0.9925,825.30,-0.73,9984.00,-28.01
2.4378,-0.9867,818.90,-1.27,9984.00,-29.21
2.4582,-0.9792,812.20,-1.00,9984.00,-30.48
2.4787,-0.9701,805.30,-0.48,9984.00,-31.62
2.4992,-0.9594,798.20,-0.67,9984.00,-32.72
2.5196,-0.9471,790.80,-0.74,9984.00,-33.80
2.5401,-0.9331,783.10,-0.91,9984.00,-34.87
2.5606,-0.9176,775.20,-1.01,9984.00,-36.31
2.5810,-0.9006,766.90,-0.55,9984.00,-38.05
2.6015,-0.8821,758.20,-0.87,9984.00,-39.92
2.6219,-0.8621,749.10,-0.42,9984.00,-41.57
2.6423,-0.8407,739.90,-0.04,9984.00,-42.23
2.6627,-0.8179,730.60,0.00,9984.00,-42.37
2.6832,-0.7937,721.30,-0.10,9984.00,-42.39
2.7036,-0.7682,712.00,-0.03,9984.00,-42.38
2.7240,-0.7414,702.70,0.05,9984.00,-42.37
2.7444,-0.7134,693.40,0.15,9984.00,-42.34
2.7649,-0.6840,684.20,0.06,9984.00,-42.31
2.7853,-0.6538,674.90,0.09,9984.00,-42.25
2.8057,-0.6224,665.60,0.14,9984.00,-42.19
2.8262,-0.5898,656.40,0.26,9984.00,-42.14
2.8466,-0.5563,647.10,0.34,9984.00,-42.11
2.8671,-0.5219,637.90,0.39,9984.00,-42.08
2.8875,-0.4865,628.60,0.33,9984.00,-42.05
2.9079,-0.4506,619.40,0.00,9984.00,-41.98
2.9284,-0.4137,610.30,0.00,9984.00,-41.02
2.9488,-0.3761,601.60,0.00,9984.00,-39.75
2.9693,-0.3378,593.10,0.00,9984.00,-38.68
2.9899,-0.2988,576.90,0.00,9984.00,-35.85
3.0105,-0.2591,569.30,0.00,9984.00,-34.71
3.0310,-0.2193,561.80,0.00,9984.00,-33.69
3.0515,-0.1791,554.70,0.00,9984.00,-32.28
3.0719,-0.1389,547.80,0.00,9984.00,-31.35
3.0924,-0.0982,541.10,0.00,9984.00,-29.99
3.1128,-0.0575,534.70,0.00,9984.00,-29.01
3.1333,-0.0166,528.60,0.00,9984.00,-28.01
3.1538,0.0243,522.60,0.00,9984.00,-26.73
3.1742,0.0652,517.00,0.00,9984.00,-25.75
3.1946,0.1059,511.50,0.00,9984.00,-24.73
3.2151,0.1465,506.30,0.00,9984.00,-23.69
3.2355,0.1868,501.30,0.00,9984.00,-22.62
3.2560,0.2268,496.50,0.00,9984.00,-21.60
3.2764,0.2664,492.00,0.00,9984.00,-20.58
3.2969,0.3056,487.60,0.00,9984.00,-19.58
3.3173,0.3442,483.50,0.00,9984.00,-18.64
3.3377,0.3823,479.60,0.00,9984.00,-17.65
3.3581,0.4196,475.90,0.00,9984.00,-16.67
3.3786,0.4564,472.40,0.00,9984.00,-15.65
3.3990,0.4924,469.10,0.00,9984.00,-14.80
3.4194,0.5275,466.10,0.00,9984.00,-13.93
3.4399,0.5619,463.20,0.67,9984.00,-12.76
3.4604,0.5952,460.70,0.61,9984.00,-11.03
3.4808,0.6275,458.70,0.69,9984.00,-9.01
3.5012,0.6588,457.10,0.57,9984.00,-7.05
3.5216,0.6889,455.90,0.70,9984.00,-4.94
3.5420,0.7180,455.20,0.72,9984.00,-2.84
3.5625,0.7458,455.00,0.71,9984.00,-0.79
3.5829,0.7724,455.20,0.81,9984.00,1.31
3.6035,0.7978,455.60,0.77,9984.00,2.13
3.6239,0.8218,456.30,0.82,9984.00,3.30
3.6443,0.8444,457.30,0.80,9984.00,4.47
3.6647,0.8655,458.50,0.87,9984.00,5.66
3.6851,0.8853,459.90,0.83,9984.00,6.79
3.7056,0.9035,461.60,0.95,9984.00,7.95
3.7260,0.9203,463.70,0.94,9984.00,9.29
3.7464,0.9355,465.90,0.92,9984.00,10.61
3.7670,0.9492,468.50,0.89,9984.00,11.88
3.7874,0.9613,471.40,0.85,9984.00,13.27
3.8078,0.9717,474.60,0.90,9984.00,14.62
3.8281,0.9805,478.00,0.91,9984.00,15.91
3.8485,0.9877,481.80,0.80,9984.00,17.41
3.8688,0.9932,485.90,1.04,9984.00,18.73
3.8891,0.9971,490.30,1.06,9984.00,20.08
3.9096,0.9994,494.90,0.93,9984.00,21.48
3.9299,1.0000,505.20,1.09,9984.00,24.16
3.9504,0.9989,510.70,0.99,9984.00,25.42
3.9708,0.9962,516.60,1.01,9984.00,26.82
3.9914,0.9917,522.70,0.80,9984.00,28.17
4.0119,0.9856,529.10,0.96,9984.00,29.28
4.0322,0.9779,535.80,0.84,9984.00,30.71
4.0526,0.9686,542.80,1.39,9984.00,31.67
4.0731,0.9576,550.00,0.96,9984.00,33.14
4.0935,0.9451,557.50,1.44,9984.00,34.07
4.1139,0.9309,565.20,1.30,9984.00,35.26
4.1344,0.9152,573.30,0.99,9984.00,36.91
4.1548,0.8980,581.70,1.12,9984.00,38.61
4.1753,0.8792,590.40,0.12,9984.00,40.33
4.1958,0.8589,599.50,0.30,9984.00,41.65
4.2163,0.8373,608.80,0.20,9984.00,42.20
4.2367,0.8142,618.10,0.13,9984.00,42.35
4.2572,0.7898,627.30,0.15,9984.00,42.39
4.2776,0.7641,636.60,0.12,9984.00,42.42
4.2980,0.7371,645.90,0.07,9984.00,42.44
4.3184,0.7089,655.20,0.06,9984.00,42.42
4.3389,0.6795,664.50,0.11,9984.00,42.37
4.3593,0.6489,673.70,0.15,9984.00,42.33
4.3797,0.6174,683.00,0.12,9984.00,42.29
4.4001,0.5847,692.30,0.09,9984.00,42.27
4.4205,0.5512,701.50,0.09,9984.00,42.25
4.4409,0.5167,710.80,0.06,9984.00,42.23
4.4614,0.4812,720.00,0.09,9984.00,42.21
4.4817,0.4452,729.30,0.00,9984.00,41.95
4.5022,0.4082,738.20,0.00,9984.00,40.71
4.5226,0.3705,746.90,0.00,9984.00,39.34
4.5431,0.3322,755.20,0.00,9984.00,37.89
4.5635,0.2934,763.30,0.00,9984.00,36.50
4.5840,0.2540,771.10,0.00,9984.00,35.19
4.6044,0.2144,778.60,0.00,9984.00,34.02
4.6248,0.1742,785.80,0.00,9984.00,32.54
4.6452,0.1339,792.70,0.00,9984.00,31.41
4.6657,0.0933,799.40,0.00,9984.00,30.10
4.6861,0.0525,805.80,0.00,9984.00,28.92
4.7065,0.0118,811.90,0.00,9984.00,27.76
4.7269,-0.0291,817.80,0.00,9984.00,26.62
4.7474,-0.0699,823.40,0.00,9984.00,25.58
4.7678,-0.1105,828.80,0.00,9984.00,24.39
4.7882,-0.1511,834.00,0.00,9984.00,23.37
4.8086,-0.1913,838.90,0.00,9984.00,22.26
4.8290,-0.2312,843.60,0.00,9984.00,21.24
4.8495,-0.2708,848.10,0.00,9984.00,20.20
4.8699,-0.3099,856.40,0.00,9984.00,18.22
4.8904,-0.3485,860.30,0.00,9984.00,17.45
4.9108,-0.3865,864.00,0.00,9984.00,16.54
4.9312,-0.4238,867.40,0.00,9984.00,15.61
4.9517,-0.4605,870.70,0.00,9984.00,14.67
4.9721,-0.4964,873.70,0.00,9984.00,13.92
4.9926,-0.5316,876.60,0.00,9984.00,13.08
