Time,Command_Torque,Position,Actual_Torque,Speed,Voltage
1.5018,0.1376,3200.00,0.00,9984.00,22.75
1.5220,0.0973,3200.00,0.00,9984.00,21.90
1.5423,0.0570,3200.00,0.00,9984.00,20.97
1.5625,0.0166,3200.00,0.00,9984.00,20.02
1.5827,-0.0238,3200.00,0.00,9984.00,19.00
1.6029,-0.0642,3200.00,0.00,9984.00,18.20
1.6231,-0.1044,3200.00,0.00,9984.00,17.49
1.6433,-0.1445,3200.00,0.00,9984.00,16.80
1.6635,-0.1844,3200.00,0.00,9984.00,15.97
1.6838,-0.2240,3200.00,0.00,9984.00,14.76
1.7041,-0.2634,3200.00,0.00,9984.00,14.14
1.7246,-0.3028,3200.00,0.00,9984.00,13.56
1.7449,-0.3413,3200.00,0.00,9984.00,12.36
1.7653,-0.3794,3200.00,0.00,9984.00,11.91
1.7856,-0.4165,3200.00,0.00,9984.00,10.94
1.8059,-0.4530,3200.00,0.00,9984.00,10.39
1.8261,-0.4888,3200.00,0.00,9984.00,9.42
1.8464,-0.5238,3200.00,0.00,9984.00,8.94
1.8668,-0.5579,3200.00,-0.56,9984.00,7.36
1.8871,-0.5912,3200.00,-0.54,9984.00,6.45
1.9073,-0.6234,3200.00,-0.62,9984.00,4.92
1.9276,-0.6546,3200.00,-0.60,9984.00,3.46
1.9479,-0.6847,3200.00,-0.67,9984.00,2.02
1.9681,-0.7136,3200.00,-0.68,9984.00,0.73
1.9883,-0.7414,3200.00,-0.73,9984.00,-0.64
2.0086,-0.7679,3200.00,-0.74,9984.00,-0.97
2.0288,-0.7932,3200.00,-0.73,9984.00,-1.16
2.0491,-0.8173,3200.00,-0.80,9984.00,-1.92
2.0694,-0.8399,3200.00,-0.83,9984.00,-2.52
2.0896,-0.8612,3200.00,-0.85,9984.00,-3.25
2.1099,-0.8811,3200.00,-0.85,9984.00,-4.03
2.1301,-0.8995,3200.00,-0.93,10240.00,-4.59
2.1503,-0.9164,3200.00,-0.91,9984.00,-4.81
2.1705,-0.9318,3200.00,-0.90,9984.00,-5.49
2.1908,-0.9458,3200.00,-0.95,9984.00,-6.40
2.2110,-0.9581,3200.00,-0.97,9984.00,-6.84
2.2312,-0.9689,3200.00,-1.01,9984.00,-7.39
2.2515,-0.9781,3200.00,-0.97,9984.00,-8.45
2.2718,-0.9858,3200.00,-0.95,9984.00,-8.77
2.2921,-0.9918,3200.00,-1.09,9984.00,-9.67
2.3123,-0.9962,3200.00,-0.96,9984.00,-10.16
2.3326,-0.9989,3200.00,-1.07,9984.00,-11.14
2.3528,-1.0000,3200.00,-1.08,9984.00,-11.62
2.3731,-0.9994,3200.00,-1.11,9984.00,-12.68
2.3933,-0.9972,3200.00,-1.03,9984.00,-13.06
2.4135,-0.9934,3200.00,-0.91,9984.00,-13.87
2.4339,-0.9880,3200.00,-1.13,9984.00,-14.86
2.4542,-0.9808,3200.00,-1.10,9984.00,-15.33
2.4745,-0.9722,3200.00,-0.93,9984.00,-15.95
2.4947,-0.9619,3200.00,-0.87,9984.00,-16.78
2.5151,-0.9499,3200.00,-0.98,10240.00,-17.83
2.5354,-0.9365,3200.00,-1.00,9984.00,-18.46
2.5556,-0.9215,3200.00,-1.09,9984.00,-19.08
2.5759,-0.9050,3200.00,-0.97,9984.00,-19.66
2.5961,-0.8871,3200.00,-0.94,9984.00,-20.32
2.6166,-0.8674,3199.70,-0.91,9984.00,-20.99
2.6370,-0.8464,3192.60,-0.64,9984.00,-21.86
2.6575,-0.8239,3187.60,-0.74,9984.00,-22.40
2.6778,-0.8002,3182.50,-0.64,9984.00,-23.06
2.6981,-0.7751,3177.30,-0.83,9984.00,-23.73
2.7185,-0.7488,3171.90,-0.75,9984.00,-24.48
2.7390,-0.7210,3166.40,-0.80,9984.00,-25.21
2.7595,-0.6919,3160.80,-0.48,9984.00,-25.59
2.7799,-0.6619,3155.20,-0.91,9984.00,-25.75
2.8002,-0.6310,3149.40,-0.70,9984.00,-26.35
2.8204,-0.5991,3143.50,-0.52,9984.00,-27.01
2.8407,-0.5661,3137.50,-0.21,9984.00,-27.30
2.8610,-0.5322,3131.40,-0.82,9984.00,-27.85
2.8813,-0.4975,3125.10,-0.62,9984.00,-28.84
2.9015,-0.4619,3118.80,0.00,9984.00,-28.50
2.9218,-0.4255,3112.70,0.00,9984.00,-27.70
2.9421,-0.3884,3106.70,0.00,9984.00,-26.85
2.9624,-0.3508,3101.10,0.00,9984.00,-25.78
2.9826,-0.3126,3095.60,0.00,9984.00,-24.51
3.0029,-0.2738,3090.40,0.00,9984.00,-23.69
3.0231,-0.2347,3085.30,0.00,9984.00,-22.77
3.0434,-0.1951,3080.50,0.00,9984.00,-21.92
3.0637,-0.1552,3075.80,0.00,9984.00,-21.01
3.0839,-0.1151,3071.40,0.00,9984.00,-20.10
3.1042,-0.0748,3067.10,0.00,9984.00,-19.20
3.1245,-0.0343,3063.10,0.00,9984.00,-18.26
3.1447,0.0063,3059.20,0.00,9984.00,-17.46
3.1649,0.0467,3055.50,0.00,9984.00,-16.68
3.1851,0.0869,3052.00,0.00,9984.00,-15.86
3.2053,0.1271,3048.70,0.00,9984.00,-15.02
3.2256,0.1673,3045.50,0.00,9984.00,-14.23
3.2458,0.2069,3042.60,0.00,9984.00,-13.41
3.2660,0.2463,3039.80,0.00,9984.00,-12.62
3.2863,0.2853,3037.10,0.00,9984.00,-11.88
3.3065,0.3240,3034.70,0.00,9984.00,-11.14
3.3268,0.3620,3031.30,0.00,9984.00,-9.94
3.3471,0.3995,3029.20,0.00,9984.00,-9.33
3.3674,0.4363,3027.30,0.00,9984.00,-8.67
3.3877,0.4726,3025.50,0.00,9984.00,-7.95
3.4079,0.5077,3023.90,0.00,9984.00,-7.26
3.4281,0.5422,3022.50,0.44,9984.00,-6.18
3.4484,0.5758,3021.40,0.51,10240.00,-4.62
3.4687,0.6085,3020.70,0.56,9984.00,-3.04
3.4889,0.6401,3020.40,0.61,9984.00,-1.31
3.5092,0.6707,3020.40,0.64,9984.00,0.39
3.5295,0.7003,3020.70,0.68,9984.00,1.60
3.5497,0.7286,3021.20,0.67,9984.00,2.22
3.5699,0.7556,3021.90,0.69,9984.00,3.04
3.5901,0.7815,3022.70,0.82,10240.00,3.83
3.6104,0.8061,3023.70,0.79,9984.00,4.65
3.6306,0.8294,3024.90,0.78,9984.00,5.49
3.6508,0.8513,3026.20,0.88,9984.00,6.43
3.6711,0.8718,3027.80,0.71,9984.00,7.32
3.6913,0.8909,3029.60,0.84,9984.00,8.23
3.7115,0.9085,3031.60,0.94,10240.00,9.18
3.7317,0.9247,3033.80,0.91,9984.00,10.21
3.7519,0.9393,3036.30,0.94,10240.00,11.20
3.7722,0.9524,3038.90,0.88,10240.00,12.30
3.7925,0.9640,3041.80,1.06,10240.00,13.37
3.8127,0.9740,3045.00,0.88,9984.00,14.56
3.8329,0.9824,3048.40,0.97,10240.00,15.60
3.8532,0.9891,3052.00,1.02,10240.00,16.68
3.8736,0.9943,3055.90,0.97,9984.00,17.77
3.8939,0.9978,3060.00,0.96,10240.00,18.89
3.9141,0.9997,3064.40,1.08,9984.00,20.02
3.9343,0.9999,3069.00,1.02,9984.00,21.14
3.9546,0.9985,3073.90,1.03,10240.00,22.29
3.9748,0.9954,3079.10,1.04,10240.00,23.38
3.9951,0.9907,3084.40,0.92,10240.00,24.57
4.0153,0.9844,3090.00,0.82,9984.00,25.75
4.0356,0.9765,3095.90,1.11,9984.00,26.96
4.0558,0.9670,3102.10,0.97,9984.00,28.10
4.0761,0.9559,3108.60,0.65,9984.00,29.84
4.0964,0.9432,3115.40,0.43,9984.00,30.94
4.1172,0.9285,3125.80,0.09,10240.00,31.62
4.1375,0.9127,3132.80,0.16,10240.00,31.84
4.1577,0.8954,3139.70,0.14,10240.00,31.71
4.1780,0.8767,3146.70,0.23,9984.00,31.77
4.1982,0.8565,3153.70,0.25,10240.00,31.71
4.2184,0.8349,3160.60,0.39,10240.00,31.69
4.2386,0.8120,3167.60,0.13,10240.00,31.75
4.2588,0.7877,3174.60,0.33,9984.00,31.58
4.2790,0.7622,3181.50,0.13,10240.00,31.77
4.2993,0.7353,3188.50,0.48,9984.00,31.53
4.3196,0.7073,3195.50,0.19,10240.00,31.79
4.3398,0.6781,3200.00,0.62,10240.00,31.41
4.3601,0.6477,3200.00,0.22,10240.00,31.75
4.3803,0.6163,3200.00,0.61,10240.00,31.35
4.4006,0.5839,3200.00,0.30,10240.00,31.75
4.4209,0.5505,3200.00,0.54,10240.00,31.30
4.4412,0.5163,3200.00,0.24,9984.00,31.72
4.4614,0.4811,3200.00,0.48,10240.00,31.26
4.4819,0.4449,3200.00,0.00,9984.00,31.24
4.5021,0.4082,3200.00,0.00,9984.00,29.88
4.5226,0.3706,3200.00,0.00,9984.00,29.07
4.5429,0.3326,3200.00,0.00,9984.00,28.03
4.5631,0.2941,3200.00,0.00,9984.00,26.72
4.5833,0.2553,3200.00,0.00,9984.00,25.87
4.6036,0.2160,3200.00,0.00,9984.00,25.07
4.6238,0.1762,3200.00,0.00,9984.00,24.02
4.6441,0.1362,3200.00,0.00,9984.00,23.05
4.6643,0.0960,3200.00,0.00,9984.00,22.05
4.6845,0.0557,3200.00,0.00,9984.00,21.13
4.7048,0.0153,3200.00,0.00,9984.00,20.23
4.7250,-0.0253,3200.00,0.00,9984.00,19.39
4.7453,-0.0658,3200.00,0.00,9984.00,18.52
4.7656,-0.1061,3200.00,0.00,9984.00,17.74
4.7858,-0.1462,3200.00,0.00,9984.00,16.76
4.8060,-0.1862,3200.00,0.00,9984.00,15.89
4.8264,-0.2260,3200.00,0.00,9984.00,15.11
4.8466,-0.2652,3200.00,0.00,9984.00,14.40
4.8669,-0.3042,3200.00,0.00,9984.00,13.23
4.8872,-0.3425,3200.00,0.00,9984.00,12.39
4.9074,-0.3802,3200.00,0.00,9984.00,11.68
4.9277,-0.4174,3200.00,0.00,9984.00,10.86
4.9480,-0.4540,3200.00,0.00,9984.00,10.22
4.9684,-0.4900,3200.00,0.00,9984.00,9.49
4.9887,-0.5250,3200.00,0.00,9984.00,8.84
